시행업체명,시공업체명,사업구분명,지역구분코드,지역상세구분코드,지역구분코드명,지역상세구분코드명,사업규모내용,사업구분명,총세대수,일반분양세대수,조합원세대수,임대보증세대수,분양가격,모집공고승인일자,분양개시일자
덕평산업개발(주),"덕평산업개발(주),혜림건설(주)",전주 과학산업 연구단지 모아 엘가,11,1165,전라북도,전북 완주군,"최저 13 층 ~ 최고 15층, 6동",일반분양,408,408,0,0,2181324,20110408,20110220
(주)한국토지신탁,"(주)대광건영,",정읍 대광로제비앙 아파트,11,1180,전라북도,전북 정읍시,"최저 1 층 ~ 최고 15층, 6동",일반분양,450,450,0,0,5940378,20111222,20111223
(유)한백종합건설,"우미건설(주),",전주 완주 혁신도시 B-2블럭 우미린,11,1161,전라북도,전북 전주시 덕진구,"최저 -1 층 ~ 최고 25층, 6동",일반분양,476,462,0,0,6230829,20120613,
엘림건설(주),"엘림건설(주),",전주시 중화산동 샤인빌아파트 신축공사,11,1160,전라북도,전북 전주시 완산구,"최저 9 층 ~ 최고 9층, 1동",일반분양,49,49,0,0,6051638,20111018,
(유)옥성,"(유)옥성건설,",전주 중인동 옥성 골든 카운티,11,1160,전라북도,전북 전주시 완산구,"최저 7 층 ~ 최고 9층, 12동",일반분양,446,446,0,0,5953645,20111012,20111026
(주)송정건설,"에스제이써미트(유),",군산 송정써미트 아파트,11,1173,전라북도,전북 군산시,"최저 1 층 ~ 최고 25층, 9동",일반분양,788,0,0,770,2506774,20111202,20190415
(주)하나자산신탁,"(주)한라,",전주 송천 한라비발디 1단지,11,1161,전라북도,전북 전주시 덕진구,"최저 -1 층 ~ 최고 14층, 9동",일반분양,585,585,0,0,6768864,20110825,
(유)현대주택건설,"(유)현대주택건설,",전북 군산시 대명동 메트로타워 신축공사,11,1173,전라북도,전북 군산시,"최저 31 층 ~ 최고 33층, 4동",일반분양,614,614,0,0,8692946,20110704,
(주)영무건설,"(주)영무건영,",익산 부송동 영무예다음아파트 신축공사,11,1170,전라북도,전북 익산시,"최저 7 층 ~ 최고 15층, 2동",일반분양,184,180,0,0,6564919,20110728,20110817
(주)제일건설,"(주)제일건설,",전주 하가지구 2블럭 제일 오투그란데,11,1161,전라북도,전북 전주시 덕진구,"최저 12 층 ~ 최고 12층, 6동",일반분양,319,319,0,0,9606636,20111114,
(주)이에스엔지니어링건축사사무소,"(주)이에스종합건설,",무안 이에스 아뜨리움,12,1234,전라남도,전남 무안군,"최저 13 층 ~ 최고 15층, 4동",일반분양,168,168,0,0,4735745,20110316,20110423
(주)근화종합건설,"우남건설(주),",전남 무안군 남악신도시 27-2블럭 근화베아체스위트아파트,12,1234,전라남도,전남 무안군,"최저 15 층 ~ 최고 18층, 8동",일반분양,516,516,0,0,5685392,20110714,20110405
세흥건설(주),"중흥건설(주),중흥토건(주)",순천 신대배후단지 A-2블럭 중흥S-클래스,12,1240,전라남도,전남 순천시,"최저 2 층 ~ 최고 20층, 18동",일반분양,1166,1166,0,0,6333403,20110314,20110318
(주)삼태사,"에쓰와이이앤씨(주),",전남무안세영리첼 신축공사,12,1234,전라남도,전남 무안군,"최저 15 층 ~ 최고 18층, 7동",일반분양,405,395,0,0,5845135,20121128,
(주)동양,"(주)동양,",여수 동양엔파트,12,1250,전라남도,전남 여수시,"최저 15 층 ~ 최고 15층, 4동",일반분양,370,357,0,0,3462966,20110525,
(주)영신종합건설,"(유)영신토건,",목포 옥암동 영신펠리시아 아파트 신축공사,12,1230,전라남도,전남 목포시,"최저 14 층 ~ 최고 15층, 2동",일반분양,174,174,0,0,5130841,20110120,
라송산업(주),"(주)한토건설,",순천 서면 라송 센트럴카운티 신축공사,12,1240,전라남도,전남 순천시,"최저 0 층 ~ 최고 0층, 0동",일반분양,676,30,0,634,5733275,20111214,
진아건설(주),"아이리스건설(주),",광양 중동 진아리채 아파트,12,1245,전라남도,전남 광양시,"최저 10 층 ~ 최고 15층, 3동",일반분양,144,140,0,0,5577447,20110715,
(주)대광이엔씨,"(주)대광건영,",광양 중동2차 대광로제비앙-허브,12,1245,전라남도,전남 광양시,"최저 16 층 ~ 최고 30층, 2동",일반분양,396,392,0,0,5933544,20111005,20111012
근화건설(주),"우남건설(주),",남악 신도시 근화3차 베아채비올레 아파트 신축공사,12,1234,전라남도,전남 무안군,"최저 15 층 ~ 최고 18층, 7동",일반분양,413,397,0,0,6383771,20130221,20111021
(주)그린시티건설,"중흥건설(주),중흥토건(주)",광양만경제자유구역 신대배후단지 A-1 중흥S-클래스,12,1240,전라남도,전남 순천시,"최저 16 층 ~ 최고 20층, 20동",일반분양,1318,1296,0,0,6419606,20120423,20110921
(주)유성주택,"(주)일군토건,",나주 남평 그린파크아파트 신축공사,12,1220,전라남도,전남 나주시,"최저 10 층 ~ 최고 11층, 3동",일반분양,184,184,0,0,3991490,20110728,
(주)무궁화신탁,"(주)한라,",웅천 지웰 2차,12,1250,전라남도,전남 여수시,"최저 22 층 ~ 최고 25층, 7동",일반분양,619,614,0,0,6200191,20110613,20110613
(주)파라다이스글로벌,"(주)파라다이스글로벌,",구미공단 제1주공아파트재건축 정비사업,13,1330,경상북도,경북 구미시,"최저 12 층 ~ 최고 22층, 11동",재건축,1312,631,649,0,5464202,20110228,
지엘건설(주),"지엘건설(주),",모전동 지엘리더스타운빌 1단지,13,1345,경상북도,경북 문경시,"최저 2 층 ~ 최고 5층, 5동",일반분양,40,40,0,0,6553281,20110608,
(주)한국토지신탁,"(주)케이씨씨건설,",경주 용황 스위첸,13,1380,경상북도,경북 경주시,"최저 -1 층 ~ 최고 15층, 6동",일반분양,480,480,0,0,6607689,20110518,
명성주택건설,"에스지산업개발(주),",봉화 명성센시빌 신축공사,13,1355,경상북도,경북 봉화군,"최저 10 층 ~ 최고 12층, 1동",일반분양,61,19,0,42,3413771,20110408,
다인개발(주),"에쓰와이이앤씨(주),",안동용상 세영리첼1차,13,1360,경상북도,경북 안동시,"최저 15 층 ~ 최고 15층, 8동",일반분양,632,196,0,426,3762359,20090612,
(주)한국토지신탁,"이수건설(주),",브라운스톤 태화아파트 (브라운스톤 태화 1단지),13,1360,경상북도,경북 안동시,"최저 9 층 ~ 최고 15층, 4동",일반분양,225,225,0,0,6120007,20111207,20111101
(주)대우주택,"(주)대우주택,",연일 대우네오빌 더힐  신축공사,13,1390,경상북도,경북 포항시 남구,"최저 2 층 ~ 최고 7층, 1동",일반분양,36,36,0,0,4481444,20111118,
(주)대림,"(주)대림종합건설,",상주 남성동 다미아아파트  신축공사,13,1342,경상북도,경북 상주시,"최저 18 층 ~ 최고 18층, 1동",일반분양,73,73,0,0,5955573,20111027,
삼구건설(주),"삼구건설(주),",포항 양덕 삼구트리니엔아파트,13,1391,경상북도,경북 포항시 북구,"최저 -1 층 ~ 최고 25층, 7동",일반분양,766,766,0,0,5287208,20110106,
아시아신탁(주),"극동건설(주),",웅진스타클래스 안동,13,1360,경상북도,경북 안동시,"최저 -1 층 ~ 최고 18층, 6동",일반분양,414,414,0,0,6304930,20110901,
(주)영무토건,"(주)영무토건,",구미 장미재건축아파트 신축공사,13,1330,경상북도,경북 구미시,"최저 15 층 ~ 최고 15층, 2동",재건축,125,63,60,0,6092341,20111130,
지엘건설(주),"지엘건설(주),",모전동 지엘리더스타운빌 2단지,13,1345,경상북도,경북 문경시,"최저 2 층 ~ 최고 5층, 4동",일반분양,32,32,0,0,6526349,20110608,
한국자산신탁(주),"현대엔지니어링(주),",진주 평거4지구 엠코타운 더 프라하,14,1460,경상남도,경남 진주시,"최저 -1 층 ~ 최고 36층, 14동",일반분양,1852,1813,0,0,7690911,20110526,20110620
(주)세명종합개발,"(주)동원개발,",죽림마을 동원로얄듀크아파트 2차,14,1421,경상남도,경남 김해시,"최저 12 층 ~ 최고 22층, 4동",일반분양,232,230,0,0,7009613,20111026,
(주)동원개발,"(주)동원개발,",양산신도시2차 동원로얄듀크,14,1426,경상남도,경남 양산시,"최저 10 층 ~ 최고 26층, 7동",일반분양,625,621,0,0,7211333,20111220,
이진종합건설(주),"이진종합건설(주),",김해 구산 이진캐스빌 2단지아파트,14,1421,경상남도,경남 김해시,"최저 13 층 ~ 최고 18층, 10동",일반분양,668,668,0,0,7173962,20110527,
이진종합건설(주),"이진종합건설(주),",김해 구산 이진캐스빌 1단지 아파트,14,1421,경상남도,경남 김해시,"최저 13 층 ~ 최고 18층, 8동",일반분양,510,510,0,0,7190344,20110527,
(주)덕산종합건설,"(주)덕산토건,",거제아주덕산아내프리미엄3차아파트,14,1456,경상남도,경남 거제시,"최저 12 층 ~ 최고 15층, 6동",일반분양,243,243,0,0,6984300,20110616,
(주)덕산종합건설,"(주)덕산토건,",거제아주덕산아내프리미엄2차아파트,14,1456,경상남도,경남 거제시,"최저 12 층 ~ 최고 15층, 8동",일반분양,413,413,0,0,7007162,20110616,
(주)반도건설,"(주)반도건설,",양산신도시 반도유보라 2차 아파트,14,1426,경상남도,경남 양산시,"최저 24 층 ~ 최고 27층, 7동",일반분양,631,631,0,0,7479721,20110520,
한림건설(주),"한림건설(주),",김해 율하 한림풀에버아파트,14,1421,경상남도,경남 김해시,"최저 14 층 ~ 최고 25층, 18동",일반분양,1518,1497,0,0,7003772,20130410,
지에스건설(주),"지에스건설(주),",경남 진주 남강자이(진주센트럴자이),14,1460,경상남도,경남 진주시,"최저 1 층 ~ 최고 20층, 6동",일반분양,408,401,0,0,8549537,20131029,20111114
(주)우미종합건설,"(주)우미개발,(주)우미토건",경남 양산 물금지구 우미린 아파트,14,1426,경상남도,경남 양산시,"최저 23 층 ~ 최고 28층, 8동",일반분양,734,720,0,0,7490312,20110715,
명송건설(주),"수근종합건설(주),",거창 수근에이스타운아파트,14,1470,경상남도,경남 거창군,"최저 10 층 ~ 최고 12층, 1동",일반분양,68,68,0,0,5094297,20110217,
(주)대경종합건설,"대경건설(주),",함안 가야 대경파미르 아파트,14,1437,경상남도,경남 함안군,"최저 20 층 ~ 최고 21층, 2동",일반분양,245,245,0,0,5701211,20110713,
(유)주영산업개발,"(유)주영산업개발,",죽림 주영더팰리스3차,14,1450,경상남도,경남 통영시,"최저 20 층 ~ 최고 25층, 3동",일반분양,266,266,0,0,7227931,20110412,
대한토지신탁(주),"디엘건설(주),",거제 아주 e편한세상 2단지,14,1456,경상남도,경남 거제시,"최저 -1 층 ~ 최고 18층, 8동",일반분양,650,645,0,0,7181103,20140122,20111219
대한토지신탁(주),"디엘건설(주),",거제 아주 e편한세상 1단지,14,1456,경상남도,경남 거제시,"최저 -2 층 ~ 최고 18층, 8동",일반분양,582,572,0,0,7204404,20140122,20111219
코리아신탁(주),"(주)대우건설,",김해 부원역 푸르지오,14,1421,경상남도,경남 김해시,"최저 32 층 ~ 최고 32층, 5동",일반분양,1148,915,0,0,8220885,20111123,20111213
모아건설(주),"미래도건설(주),(주)모아미래도",김해 율하 모아미래도아파트 신축공사,14,1421,경상남도,경남 김해시,"최저 20 층 ~ 최고 25층, 11동",일반분양,794,786,0,0,6136999,20111013,
대경종합건설(주),"벽산엔지니어링(주),",거제상동 벽산e-솔렌스힐아파트,14,1456,경상남도,경남 거제시,"최저 14 층 ~ 최고 20층, 7동",일반분양,546,546,0,0,6527124,20110628,
(주)동원종합개발,"(주)동원종합개발,(주)동원개발",율현마을 동원로얄듀크아파트 1차,14,1421,경상남도,경남 김해시,"최저 17 층 ~ 최고 25층, 11동",일반분양,770,750,0,0,6733898,20111026,
(주)코람코자산신탁,"현대엔지니어링(주),",진주 초장1지구 엠코타운 3BL_진주초장엠코타운더이스턴파크,14,1460,경상남도,경남 진주시,"최저 -1 층 ~ 최고 29층, 10동",일반분양,897,883,0,0,7069620,20111117,20111207
(주)에이치제이중공업,"(주)에이치제이중공업,",진주 해모로루비채 4BL,14,1460,경상남도,경남 진주시,"최저 1 층 ~ 최고 30층, 8동",일반분양,782,774,0,0,7137952,20140730,20111025
(주)에이치제이중공업,"(주)에이치제이중공업,",진주 해모로루비채 2BL,14,1460,경상남도,경남 진주시,"최저 2 층 ~ 최고 21층, 8동",일반분양,574,564,0,0,6995273,20140730,20111025
(주)한국토지신탁,"흥한주택종합건설(주),흥한건설(주)",경남 거창 코아루 에듀시티,14,1470,경상남도,경남 거창군,"최저 17 층 ~ 최고 23층, 6동",일반분양,470,455,0,0,5834524,20111011,20111102
대우조선해양건설(주),"대우조선해양건설(주),",사천 엘크루 아파트,14,1464,경상남도,경남 사천시,"최저 10 층 ~ 최고 15층, 9동",일반분양,596,596,0,0,5639461,20111006,
디엘이앤씨(주),"디엘이앤씨(주),",이편한세상 남양산2차 (물금택지개발지구 2-17BL),14,1426,경상남도,경남 양산시,"최저 -1 층 ~ 최고 25층, 14동",일반분양,1010,998,0,0,6883416,20130315,20111017
대방산업개발(주),"대방건설(주),",양산 물금 21BL 대방노블랜드,14,1426,경상남도,경남 양산시,"최저 20 층 ~ 최고 25층, 18동",일반분양,1421,1414,0,0,7500997,20130819,20111005
(주)하나자산신탁,"현대건설(주),",창원 감계 힐스테이트 1차,14,1441,경상남도,경남 창원시,"최저 -2 층 ~ 최고 22층, 15동",일반분양,1082,1082,0,0,8176155,20110927,20111005
(주)자연과도시,"이진종합건설(주),",김해 외동 이진캐스빌2차 아파트,14,1421,경상남도,경남 김해시,"최저 16 층 ~ 최고 25층, 3동",일반분양,216,216,0,0,6524913,20111114,
(주)유진디엔씨,"(주)이비종합건설,",도계동 에코블루하임,14,1441,경상남도,경남 창원시,"최저 5 층 ~ 최고 5층, 3동",일반분양,79,79,0,0,9005416,20110824,
(주)무궁화신탁,"디엘건설(주),",김해 율하2차 e편한세상,14,1421,경상남도,경남 김해시,"최저 19 층 ~ 최고 25층, 12동",일반분양,1006,999,0,0,7048475,20110825,
일신건영(주),"일신건영(주),",창원 북면 감계지구 일신휴먼빌_휴먼빌2차,14,1441,경상남도,경남 창원시,"최저 -2 층 ~ 최고 21층, 10동",일반분양,697,697,0,0,7389460,20130321,20111121
(주)동일스위트,"(주)동일,",양산 물금 동일스위트,14,1426,경상남도,경남 양산시,"최저 17 층 ~ 최고 20층, 12동",일반분양,1314,1292,0,0,6530459,20130529,20110720
(주)반도건설,"(주)반도건설,",양산신도시 반도유보라 3차 아파트,14,1426,경상남도,경남 양산시,"최저 2 층 ~ 최고 25층, 13동",일반분양,648,648,0,0,7165261,20110810,
(주)한국토지신탁,"양우건설(주),",김해 장신대역 양우내안애 신축공사,14,1421,경상남도,경남 김해시,"최저 13 층 ~ 최고 18층, 5동",일반분양,310,306,0,0,6529262,20110629,
(주)일성건설,"(주)일성건설,",일성유수안2차 아파트,14,1450,경상남도,경남 통영시,"최저 23 층 ~ 최고 27층, 4동",일반분양,294,294,0,0,6934331,20111124,20111214
한국자산신탁(주),"에이치디씨현대산업개발(주),",제주 아라 아이파크,15,1590,제주특별자치도,제주 제주시,"최저 -1 층 ~ 최고 14층, 10동",일반분양,615,614,0,0,7302375,20111115,
(주)제주아카데미,"극동건설(주),(주)한화건설,유성건설(주),동마종합건설(주)",제주영어교육도시 캐논스빌리지I,15,1597,제주특별자치도,제주 서귀포시,"최저 -1 층 ~ 최고 3층, 9동",일반분양,108,79,0,29,7200440,20110809,
지에스건설(주),"두산건설(주),지에스건설(주)",울산 무거위브자이 재건축아파트(울산 산호재건축),16,1680,울산광역시,울산 남구,"최저 -2 층 ~ 최고 25층, 13동",재건축,922,228,694,0,11275815,20110426,
(주)포스코건설,"(주)포스코건설,","울산굴화(장검)지구 2B 1-1L,1-2L 문수산더샵",16,1689,울산광역시,울산 울주군,"최저 27 층 ~ 최고 32층, 10동",지역조합,1014,500,505,0,8453108,20110630,
한신공영(주),"한신공영(주),",울산 천곡동 한신 '休'플러스,16,1683,울산광역시,울산 북구,"최저 12 층 ~ 최고 25층, 8동",일반분양,527,527,0,0,7454588,20110615,
디엘이앤씨(주),"디엘이앤씨(주),",이편한세상 마포리버파크 (마포 용강제3구역 주택재개발 정비사업),01,0121,서울특별시,서울 마포구,"최저 11 층 ~ 최고 21층, 9동",재개발,564,71,383,93,19428534,20121101,
신동아건설(주),"신동아건설(주),우경건설(주)",대림2구역 주택재건축정비사업(대림동 신동아파밀리에),01,0150,서울특별시,서울 영등포구,"최저 18 층 ~ 최고 18층, 4동",재건축,186,94,91,0,14194261,20121108,
에이자기관리부동산투자회사(주),"계룡건설산업(주),",영등포구청역 계룡리슈빌(2단지),01,0150,서울특별시,서울 영등포구,"최저 -1 층 ~ 최고 19층, 2동",일반분양,146,146,0,0,16959702,20130524,
에이자기관리부동산투자회사(주),"계룡건설산업(주),",영등포구청역 계룡리슈빌(1단지),01,0150,서울특별시,서울 영등포구,"최저 -2 층 ~ 최고 19층, 4동",일반분양,146,146,0,0,16959702,20130524,
한국자산신탁(주),"동아건설산업(주),",홍제역 동아 더프라임 아파트,01,0120,서울특별시,서울 서대문구,"최저 -3 층 ~ 최고 17층, 2동",일반분양,88,88,0,0,12652245,20121017,
